steel_grade,yield_strength,cross_section_area,load_applied,length,temperature,stress,slenderness_ratio,load_factor,safety_factor,failure_load
A992,335.84629257949587,247.94614693347313,53761.5171403628,5.714548519562596,12.624205241452866,216.82739500197857,0.023047539113789404,160.07774487383176,1.5489107941200475,18714.72193791768
A36,243.37261686621787,301.56616557373786,44687.60628386012,4.481521364198942,39.858941294710945,148.1850797115808,0.014860822850178585,183.61805390959384,1.6423557441808905,17615.87268478985
S275,275.6023020994103,220.59150049999573,47864.64642366114,5.541329429833269,6.769332346688071,216.98318527763072,0.025120321577545894,173.67288320543952,1.2701551124654022,27515.09190276694
A572,320.0124085836129,421.15723562853117,79269.67238793935,1.4042666316635763,15.875811924298311,188.21871187761508,0.003334304893439292,247.70812087815574,1.700215697957245,41095.52814733643
A36,241.98172156650307,452.92233223743176,83352.97107608947,3.6788734203737925,-3.6797160961914184,184.03369660384513,0.008122526001754417,344.45978207152245,1.3148772536336,34319.81001734574
A36,250.280994633482,478.3251227163527,105835.88048137199,2.629794526009424,5.41687332958838,221.26347844817838,0.005497922649504853,422.8682271155299,1.1311446262565188,23943.48655121626
A572,329.4933656893387,458.06911616377994,37436.642900499144,4.45468869051233,17.07147424103762,81.7270616583413,0.009724926945128477,113.61880632156979,4.031631126869342,38075.49857481626
A572,349.81979139002897,494.0864476963088,40907.16207377137,3.707239869137829,38.70490795415575,82.79353191026003,0.00750322111934649,116.93781507108108,4.225206768195357,47842.58630854241
S355,337.8947042147497,598.5014799031698,116541.93512887937,3.791467268035488,51.78454402325378,194.72288547679855,0.0063349338228017435,344.90607184778753,1.7352593321908751,51152.512590472805
A36,259.64810582328437,538.6644568953224,105632.42918780925,3.0225406356109503,52.14390691326719,196.1006111237382,0.005611175188784202,406.829192351984,1.3240555668612788,29641.645712484635
S355,357.2628826949888,203.67882064665187,30147.15428660321,4.317508845540279,-9.645689130764692,148.01320132790536,0.021197632782008407,84.38367305103222,2.413723096925091,22428.727814917806
A572,316.20543106527623,597.7829850443283,37592.52526773454,1.0903768180776043,24.572560062840424,62.88657624630599,0.00182403454992408,118.88639970884651,5.028186457898483,43239.66829229411
S355,368.4316821229678,488.3759697008517,50806.07918523892,3.7127011527744966,25.616985378713203,104.03066968335793,0.007602137253085288,137.89823636361945,3.541567916888137,41310.55675659246
S275,284.1051221849467,373.75774620417144,55007.84076946757,4.225516810152824,36.82468417641697,147.17511898581122,0.01130549628219495,193.6179127867275,1.930388262246532,26397.995749789654
A36,256.25667347765005,312.30894497634233,22431.596643145385,4.227361479535839,2.3977475584934265,71.82502135776033,0.013535832218497823,87.53565844247878,3.5677911211642517,15722.025052156569
S355,337.1674893783448,553.3976089065036,94771.87738974139,5.765359235119766,13.152521326935958,171.25458416238493,0.010418113743772647,281.0824897871316,1.96880854914015,45431.24830371116
S275,278.3639876378625,230.13850240245128,50569.70192871819,1.9545551557517302,8.793239982310979,219.73594770459215,0.008492951571978734,181.66754384373462,1.2668113276216804,16268.716864013868
A992,352.140937441302,574.4619096643123,89602.9796674973,3.8503058504468246,-3.1976454360462023,155.9772339298474,0.006702456308542296,254.45203934130245,2.257643173744712,44344.19495481793
A572,336.4475948112019,329.02030569544024,104866.97949246745,1.683106657210144,39.623769783708305,318.7249469932055,0.005115509979399638,311.68889630884036,1.0556048341530486,22539.213829141332
S275,268.33056625043486,302.4827774377832,81151.37108656805,1.407970902001202,-9.637059605820927,268.2842698482555,0.004654714274735206,302.43058858538274,1.0001725647284707,11832.252456469645
S355,360.7089051069317,480.7867509030813,99579.2669436101,5.450026709087831,13.659660979607505,207.1173274982439,0.01133564246279837,276.06545204114093,1.7415679772615358,49033.843827945384
S355,339.3944292756273,468.81045411807975,52815.26674747319,1.775208083638721,58.72886218173717,112.65803969075007,0.003786622222361103,155.61618633575486,3.012607268928839,49779.65457399386
A572,340.87238386809895,215.53389377176927,50326.55146732228,3.6854121359832774,12.865586925722862,233.49715715994768,0.017098991121488265,147.640448006478,1.4598566766900647,21345.606302610755
S275,287.1039863313664,277.7520135979492,61135.390505667856,4.49756105383597,-0.3152835307539057,220.10782105134396,0.01619272168570582,212.93814581559766,1.304378849238594,19179.74775142263
S275,273.9280552483887,373.4082950322968,94404.26429991153,2.254302636733306,2.9033572031959025,252.81780173562115,0.006037098443510279,344.63160122211264,1.0834998697395652,23140.66558918779
A36,246.31550010913304,566.0854910505922,64235.222973110445,2.198936795787016,-3.4288696943095776,113.4726538457945,0.0038844606169044045,260.7843312526019,2.1707036167838947,35644.91698364808
A36,237.39116045664954,581.9461122652776,93789.69166957685,3.7717702625570033,32.820452236404655,161.16559539248752,0.006481305026465506,395.08502123314724,1.4729642507045593,39126.52546374635
A992,342.69258596770345,503.13844418574763,21439.34886297559,1.5803632025345813,-6.779815058477308,42.61123178069186,0.003141010631958678,62.56146103200525,8.042306491665078,36705.85496812957
A36,256.99092381859987,338.52172843576034,66467.38129396114,4.248868413213817,-6.635875306207639,196.34598228330367,0.012551242819322022,258.6370767742675,1.3088677488077798,24748.73609939884
S275,271.756045524326,206.1218161161539,113343.6308079483,3.505199419576296,27.756421388004377,549.8866298755918,0.01700547513903644,417.07859926083023,0.4942037699403766,16626.757414157113
S275,272.9754247416845,434.3102325093853,114023.02414249576,3.877370889379395,17.171894834456534,262.53819414681135,0.008927652629726163,417.7043565383048,1.039755094030382,29943.488082813103
S355,357.2698430121935,528.2557902975822,82593.96701015727,5.1021342188563406,35.60393403004516,156.35222278137195,0.009658453939486696,231.18090884412644,2.2850320683433174,45827.65450663615
A992,352.8099186773503,228.4754593840916,51897.563029376135,5.2243765548472725,-8.370964498492189,227.14720946082352,0.02286624816919413,147.0978004925003,1.553221452796232,17038.604462164934
A572,344.7157854240093,477.15614347677575,54833.660445319736,5.683240759278537,-7.256957132704763,114.9176452927481,0.011910651967860815,159.06918906505229,2.999676721062807,32538.69146240215
A36,243.70299142734888,270.97581751188915,95061.47516408583,5.03417369633632,59.33535994004713,350.8116555821996,0.018577944491727363,390.0710229583904,0.6946832796159653,20893.177582791322
S355,367.7766489578843,336.32141610120715,113075.73256035647,5.2920637592150594,20.029581916251285,336.21329819308704,0.01573513759713283,307.45761831471054,1.0938789480797706,27964.933902438897
S275,266.37384878434455,351.09155447051796,73432.74735305634,3.4828059534153883,17.273266035344243,209.15555050533885,0.009919936577989797,275.6755127734302,1.2735681560482668,27333.37210711828
S275,272.6077520213025,204.33506059211933,110538.19764192637,1.4564333839306678,12.35195463132904,540.9653992888459,0.007127672459685749,405.48442523119644,0.5039282593298446,18195.70393712785
S355,374.1231763983997,379.3782087913279,49321.07716980645,2.64332272684958,37.07629192539269,130.00503462478753,0.00696751332995909,131.8311194847896,2.877759138160848,40809.680545071315
S355,373.1366657587891,587.460777589654,88803.0010175039,5.184819371186869,50.6808093717589,151.16413623708087,0.008825813686592208,237.99055189850955,2.468420586041479,56823.70342905489
S275,269.9455772620814,556.7587635107107,34660.48216920255,3.5666308434619642,6.325965069716947,62.25403970410206,0.00640606143488813,128.39803682188804,4.336193740119551,30789.714030812545
S275,286.5435433840892,578.8994309535435,118600.1063822871,4.766890926294709,16.338170987164105,204.87169280324395,0.00823440250829552,413.8990709112329,1.3986487809190986,39083.06489923871
A992,353.10907565598006,369.6888036987905,110635.43850947359,1.5559874115307566,24.48375730036014,299.26640299232724,0.004208911376170648,313.3180258931131,1.1799155271867696,40011.899023359
S275,289.4374720968576,496.3895443642673,96719.48531085717,5.113951759383466,42.09481598603085,194.84593583599167,0.01030229548032276,334.16366101515314,1.4854683566019402,26343.896875978513
A992,354.92686483800406,349.9482318094816,48571.20862818607,5.342995640947302,5.651708696361684,138.79541090131625,0.015267960101756219,136.84849877552935,2.557194524899369,31495.872223594317
A572,347.2409248181042,229.51862589415956,75385.42844013208,5.846512678095495,26.616849091910417,328.45015582698454,0.025472933428904204,217.098340236311,1.0572104127757453,19987.526983526084
A36,242.981865574724,598.3325500117483,89692.50558638148,2.9210091568960994,41.59704940901135,149.90410530836132,0.004881915845692743,369.13250861018855,1.6209153516836405,31510.434535979275
A992,348.8906806437049,448.0530391206147,47738.11829811327,1.9406057986188066,22.458888345798748,106.54568573356401,0.004331196597678697,136.828298795589,3.274564129383583,43961.928078223464
A572,337.430939094884,344.1380380821073,45994.98628542627,3.2662042341441553,-7.737883422324467,133.65272418520735,0.009490971275209273,136.30933312991993,2.524684335107857,24655.311227738515
A36,259.5042383818605,473.89246902155173,36261.69393448913,5.554635922469212,47.57760700462183,76.51882295019129,0.011721300264462733,139.7344959011037,3.391377812368868,27859.757783772286
A572,361.8468496460562,567.6706207342238,28274.84200353061,5.383307429628964,28.6111510780849,49.80853503913942,0.009483153140224533,78.14035698027467,7.264755917067585,42700.87988520414
S275,274.2638888420809,524.2213323127332,118727.61293149444,1.752084455517641,31.58915007464946,226.48374954086273,0.00334226088775877,432.89553514592257,1.2109649782736291,34532.6393585807
A36,248.85460154747383,365.9278009350661,47340.70719307062,1.2818774832546356,50.53056633785373,129.37171505444385,0.0035030885327078628,190.2344055472065,1.923562669341963,28954.785834077105
A36,266.3885998637395,565.2663009030571,78514.9532325472,4.63060422035924,42.99568414297191,138.89905184001492,0.008191898602413566,294.73841325307615,1.9178575831501579,38771.30137595817
A992,346.8697629178356,251.663766060598,115405.10272587223,4.030873172254401,6.004996385242389,458.5686073619509,0.01601689919590494,332.70441838197553,0.7564184668316147,13828.020354424905
A36,215.21830786363444,532.5485960250005,50777.72397710494,5.081928676065312,57.75816358078761,95.34852660605114,0.009542657165932592,235.9358944931324,2.257174971909592,27312.236613166147
A992,339.79616752737843,211.5130705253356,95513.7255673619,4.1015477567673235,39.28558376694565,451.57363244802883,0.01939146241213509,281.0912384986392,0.7524712319568067,16622.360496969533
A992,352.33465796480243,592.1850900369511,80808.78495418852,4.183221608111413,28.837092597955795,136.45866185037895,0.007064044128247789,229.35235897872178,2.5819882240317016,56175.09406554337
A992,347.30593165555445,405.5957956639243,98365.3012741143,2.982713911606351,33.54606901595115,242.52051506870043,0.007353907371559197,283.2237871815834,1.4320682584612305,38804.16770113859
A992,359.68628484627345,383.73872317846894,104209.14150187097,4.844588706576987,-5.36348155036939,271.562746231908,0.012624706379511949,289.7223105029122,1.3245052564725135,37735.05286654525
S275,274.93800860326127,331.5006441150033,83340.08543167257,2.2007280938909655,-4.6895670323935255,251.4024841615706,0.006638684216636077,303.1231871324611,1.0936169128168396,24801.128371347244
A36,273.4197520251299,360.1201955641126,89766.75736969318,1.9003363617464926,38.755102635895526,249.26887876720568,0.005276950265923572,328.31116517669415,1.096886837126904,19106.719642686436
A36,249.37320902726827,467.0230954084109,37231.98712016299,1.9614450940433539,-7.13919686134648,79.72193984882841,0.004199888856306075,149.30227375023182,3.1280373947264537,33891.47360046707
S275,262.19708871764743,212.72187259406604,74871.53092074086,3.672117518662615,14.919403899039029,351.969122910163,0.0172625291131677,285.55439454695045,0.7449434386452443,7435.7472964726085
A572,341.25338671643857,328.6331058720116,29229.05862287461,3.405726970281466,38.14493019672581,88.94130901789933,0.010363310662949002,85.65206899224779,3.836837915751406,23943.40516489857
A992,358.5135426460051,499.30387615346336,38452.10193563774,2.0467466166835515,15.933047195396739,77.0114228470746,0.0040992003355777564,107.25425224342277,4.655329422466628,41649.981761487325
A572,346.92090380632646,488.20642455658594,26234.136251124146,1.7386954595311335,-0.6818149988765221,53.735745642739815,0.0035613940580775964,75.61993515896559,6.456054524911922,50327.81712541054
A992,350.28620559567827,412.84539410612626,30717.201133977607,3.237061834117273,27.283208651851623,74.40364255603498,0.007840857328991183,87.6917236342252,4.707917429336477,40996.62743129395
A36,242.2891345949556,425.5860368075346,104070.99858779312,1.446021643560281,27.473489481086645,244.53574503633865,0.0033977187184226734,429.53225600385565,0.9908127523808464,28659.591135804127
A36,252.18222732531098,471.6409276577958,98917.12386073383,3.492210994645286,-3.915579833880342,209.72972882562095,0.007404384967156832,392.24462766415473,1.2024152643375943,34287.68552048511
A572,365.84477230541563,425.7834170090565,57877.26259512894,2.6872341693595905,52.97531780015086,135.93122766896738,0.0063112701481806005,158.20169365933066,2.6913960726990234,45897.17679270141
A572,344.88772556620364,332.1393925123656,113369.18237598745,1.0376718156703737,5.773295839876976,341.33013105865393,0.003124205797515394,328.71329992932857,1.0104227379414634,20447.729735065637
S355,362.97484204478314,202.12000255904218,117506.71629451425,3.4537438962939224,40.602726763524295,581.3710409992145,0.01708759080034661,323.7323987319664,0.6243428317670084,19067.13930216717
A36,252.85980166188284,390.6477936505648,103858.25587026248,2.0253878007472954,57.75958465529639,265.8616215382081,0.005184690234188315,410.7345461305822,0.9510955368394278,33610.34508240877
S355,357.79757349786706,296.96389296603206,31483.68247392035,4.053100212208163,10.204138726817902,106.01855383651501,0.013648461338940533,87.99300164652468,3.3748580842708504,12858.465857633137
S275,282.64252198609023,328.2568768638057,79388.30975578987,2.8461524075494804,21.798758055336975,241.84812368372167,0.00867050352377036,280.8788613897835,1.1686777539598268,23248.82870806438
S275,285.06292809214443,301.85626190550556,88150.27222239293,4.801139299448433,31.694711842549097,292.0273101705205,0.015905382479530616,309.2309224926611,0.9761516069359766,18627.54812281742
A992,355.7707212718054,532.2477631150916,116502.69106665126,1.6214861174277235,41.1607232642551,218.88808021436262,0.0030464874252127167,327.46565161455294,1.6253544776096998,46324.31571447533
A36,244.91594045106248,570.5797694358845,92159.65507512771,1.2404732198204385,44.706013722599046,161.51931773929394,0.002174057487258719,376.29096295405265,1.5163259966611415,28726.817624907344
A992,344.0548394727575,265.4623771462818,36426.5797930993,5.07287360115691,36.56380544873401,137.2193686528566,0.019109576489483204,105.8743421511546,2.5073343716014476,25775.046481083362
A572,342.2595564276897,435.3226703180227,88298.20634171324,3.259743006495196,39.96477183987282,202.83392610177515,0.007488107623969614,257.98609471513265,1.6873881160095254,40288.90546758263
A992,357.0792436696967,375.4978701553356,77748.62709061257,2.7768122590919795,17.403747714105133,207.0547751933975,0.0073950146719694325,217.73493830554636,1.7245641562053826,44562.87649799321
A572,353.9241081981521,449.69519836559687,31689.804070836406,5.699160618067376,33.93956371499925,70.46951843384588,0.01267338552597581,89.53841610895344,5.022371602133235,40267.595240080715
A572,348.38496407494415,448.02910237140543,73346.10919763215,5.4694629152547884,45.20180478571715,163.70835914321918,0.01220782955014546,210.53178742195666,2.128082926847748,36945.21111404388
A36,239.0860956270653,497.5785170290708,23353.24347357794,3.8494484243565825,43.37210800184834,46.93378567269121,0.007736363795086596,97.67712928820892,5.094114872693498,25656.01902979197
A992,345.9372527061022,414.5925405938379,57882.156555691574,3.2850010964083918,32.27705104507587,139.61215142169365,0.007923444767489424,167.31981335605536,2.477844866534652,37158.39605673894
S275,264.8138055189551,363.5820708341973,97188.19805982451,1.0610153615902225,31.89098908436589,267.307455059149,0.0029182279509983667,367.00578306091325,0.9906712308504748,38951.37258979138
S355,338.6778192057148,338.27839740156776,38159.77168014257,5.542252806668142,30.837425633628435,112.80581903326032,0.016383703036434143,112.67278078510395,3.002308055631927,30046.669083682773
A572,346.8053084180543,444.5816941738591,21811.01838208405,5.360619544720757,55.24827977385287,49.05964115912201,0.012057670423614926,62.89124720026515,7.069055138279794,51763.68080823933
S355,348.97352194694685,227.56861574688753,27732.106548878724,1.5212348302590475,48.83077423862961,121.86261474527609,0.006684730340632893,79.46765242864109,2.8636635007084856,26363.101171246166
A992,340.1039517974142,593.9364795849337,103889.80864459342,1.6233134060163343,54.45893178321606,174.9173728429608,0.0027331431252560373,305.46486771337567,1.9443691971223258,49871.1013553718
A992,333.0753537028518,221.90465552881253,53519.724164590094,5.014267242990057,-9.6757583896778,241.18342193880196,0.0225964941160912,160.6835317281894,1.3810043452628622,26125.49450444525
A36,247.89983301624906,545.4072562451828,112296.02317984849,3.328500611594066,23.65858846623515,205.89389285529938,0.006102780213282988,452.98950714697673,1.2040174168277595,29063.89300082828
A992,334.97234982369395,380.9758064530773,34085.70203797999,1.8819349325311165,24.885744091763584,89.46946619871026,0.004939775441522437,101.75676307587871,3.743985116438782,30600.41445393194
S275,272.6906546979132,432.2353401112174,83226.42879195305,1.065472282941668,36.44761604116974,192.5488757363946,0.002465028154957237,305.2045508642433,1.4162152526469964,32947.666293692855
A36,242.00889429174734,598.7497007383789,70219.50103312425,3.976925086600219,-5.304646582810077,117.27688706404274,0.006642049393420773,290.15256335361386,2.063568537248015,35403.00996805395
A992,351.9808476076785,282.0558561928029,39068.772066366655,1.1827483392404745,23.04468615769995,138.51430916456738,0.004193312470817808,110.99686909644899,2.541115425046042,24097.762774243347
A992,363.8858226904029,376.3050987752913,60076.3060875326,3.7982016565410897,0.8668172151498759,159.64786627408114,0.010093410025276237,165.09658343750868,2.279302762905011,20936.26582736319
A36,244.32280965224308,501.2984882989803,47230.185472029945,5.487152049094421,26.860492666150563,94.21569498901283,0.01094587790941396,193.31058585669933,2.5932283329304666,29512.053300483658
A36,259.35678393147464,210.8383970013934,42197.216193294946,2.155373982940357,37.03249205191099,200.1400920962991,0.010222872178857026,162.6994889188786,1.2958762095836496,20028.367618858007
S275,257.9149672043149,427.77740710540013,108746.0482513503,3.7836079239168305,40.45691674173546,254.21176164302744,0.008844805408305696,421.63527549451567,1.0145674045030522,32634.273995791922
A992,358.1386390812361,542.2785872425143,103021.98645669916,2.9859176480922742,36.76595955994523,189.97981642713535,0.0055062429502807046,287.6595128662753,1.8851404629006796,43850.65993664284
S275,258.0673382529021,234.77000598013973,83324.07749109605,4.679523065980011,49.368966682681844,354.91789993882276,0.01993237188218956,322.8772693793575,0.7271184076581801,10643.953210292426
S275,278.30319068242613,481.57845405540377,111062.4003540304,4.123806355216256,13.510610000488455,230.62161402522608,0.008563103935588089,399.0698061409024,1.2067524193633667,37856.254619702624
A572,341.706690016802,532.2618026260999,54519.21448812756,4.8691726160067015,15.393052626616182,102.42931996836506,0.0091480782426673,159.54974274997895,3.336024198172329,44985.22451246818
S275,277.1101746720262,505.4423176639043,34011.317576645255,5.342339879489564,24.120183877465955,67.29020580200252,0.010569633156521674,122.73572277488317,4.118135341826812,34532.2366742676
A36,272.78478728188406,496.6747776914662,89884.58531609044,3.0127502179849026,5.261617524586054,180.9727196816236,0.006065840975432861,329.50732411337725,1.5073254563548635,19951.309751200803
A992,339.5550525360012,560.2289204945542,89122.18576096544,4.4159192822274065,47.58087131381718,159.0817298083985,0.007882347948637064,262.46755892850774,2.1344691998570084,46445.16653323969
S275,274.9176343293792,226.87015996628404,60524.80880276887,3.4873244698994528,40.4141807142607,266.78170814426926,0.015371455066711798,220.1561531344112,1.0304965668062602,22388.44005551745
S275,291.20533445165876,466.01466981850217,37537.12786234496,5.572059729624799,19.31393674244512,80.54924081459598,0.011956833315558368,128.9026107060421,3.6152461712449897,41778.962622274754
S355,350.81295159193553,341.54855062449974,115862.71773132206,1.921854603394816,-3.676412759567449,339.22766622629337,0.005626885547840351,330.26921385186824,1.0341519472586702,37229.552830760425
A992,343.8848219700805,315.47749470827995,55567.27164649491,4.595229525921227,10.798520093622251,176.13703854811456,0.014565950354621673,161.58686890615226,1.9523708630774046,20088.675041589857
A992,348.7230414938923,581.6347746158533,33500.12774212069,3.4187747096620638,8.89378556745364,57.59650076673321,0.005877871920433281,96.06513982732461,6.054587290054763,53483.08835421933
S355,357.8355807061091,538.5631397258229,115523.63127234789,1.7733607044161812,33.63327856334935,214.503412415413,0.0032927628603008022,322.8399787533359,1.668204606522134,46776.18338184973
A572,344.6501150950304,475.36095857109444,63482.733860374625,2.232010166195534,47.33716223719398,133.54637715978987,0.004695400675951214,184.19472699978797,2.5807522631830913,49812.30544898046
S275,284.8572271682356,584.8395143056471,99001.3558791856,4.452801162228203,26.49104671894986,169.27952619057442,0.007613714623087341,347.54728487445317,1.6827624319289751,38676.617855189965
S355,365.645686780267,492.88995456382446,100656.11478614497,4.293916833553586,38.45935951624967,204.21620252987117,0.008711715046725639,275.2832001725041,1.7904832341928558,45653.799830331394
A36,252.67050385348455,477.27008458276987,25159.580665871,4.349587322750196,-6.908419360292988,52.715603761056045,0.00911347151907208,99.57466456179715,4.793087545743834,33820.282223682414
A36,252.71578837195372,566.1953190352167,23394.597858579884,4.4871013362342,10.814430516078552,41.31895314578672,0.007925006063066916,92.57275934080977,6.116219534417779,29387.881226522113
A572,358.56856774218886,498.02581924808817,25488.26146464749,3.2757184251807807,26.570420324981825,51.17859452172436,0.006577406830285247,71.08336802955237,7.006221469993343,42846.91480647979
A36,237.25931015046677,424.2708776014056,68106.18838440864,5.424991782616406,27.11855928444301,160.52524926868327,0.012786623049138628,287.0538076723589,1.4780186371388087,32235.756239174494
A572,342.38972746753205,326.11613513224415,73949.12923753372,4.953615824194818,12.312675205244894,226.75703919877017,0.015189729334263284,215.97940389302752,1.509940898317167,28589.627261771926
A572,318.5274712010249,550.6661511449797,61750.608402789214,3.3097142528779377,59.3238919339244,112.13801370284602,0.006010382599322968,193.86274022129152,2.8404950353863883,47498.28798323201
A992,350.82283989275425,575.6270794051585,99878.32357736654,5.989670552666688,14.54982708161971,173.51220460402732,0.010405470428625932,284.697323606123,2.0218914323252823,55813.183554349176
A36,244.90142422500026,451.002185287348,107367.71141863387,5.9204173459964755,43.77913897051627,238.06472545188765,0.01312724758134905,438.41195190433467,1.0287178151241658,15189.711480935675
A36,252.86973958453933,492.90872287385804,20334.636204297924,3.3365538326882627,10.790201351841755,41.254364673724446,0.006769110948645418,80.41545911229784,6.129526938166522,20734.33688018789
A572,334.9585923324793,216.83727585454474,21787.39347334138,5.938611948680157,19.944119361510364,100.47808148981011,0.027387412635933504,65.0450353329502,3.3336483675442077,14318.889345841311
A36,240.46540829028098,582.56627902377,99798.93221433833,2.2949132580090685,31.198796028127177,171.30914680055884,0.0039393170196097655,415.02406904973515,1.403692755356695,33646.13960366478
A992,349.02900432596675,360.632094570195,103782.57352832454,2.152845979025095,48.14497624254372,287.77963772751195,0.005969646105932081,297.34655928880755,1.212834261249747,31739.359656226945
A572,343.7178847390489,214.69277497064544,115727.02629833257,5.13102847896983,46.05387809909126,539.0354953218883,0.023899399873476813,336.6918959896215,0.6376535269422204,15942.736784023866
A36,275.0169821286044,410.0126003441073,46023.33679515273,3.576239621573629,24.38304386080386,112.24859127872455,0.008722267604879054,167.34725411840617,2.4500706779090846,30538.210942212012
A36,253.43618589535217,289.7762287346643,42381.76148226231,3.6848721144670677,31.505795438919222,146.25686056902023,0.012716267757908975,167.22853262857424,1.7328157114089895,16477.182288301792
S275,268.8721130951561,555.4992319475909,115565.14982297533,5.310638086327253,46.666125230741464,208.03836112932453,0.009560117783976144,429.81456311192767,1.2924160315222586,35401.05527944134
A36,241.49443541337806,363.38128522827947,57268.8517012314,2.298768918801631,40.63940795820095,157.59989308545315,0.006326052034731297,237.14356648922967,1.5323261373181005,22462.316072188412
A572,350.5106774547591,243.78754402178157,109447.99309680675,5.957376675725241,-5.693808163253546,448.9482575329113,0.02443675578106226,312.2529501570843,0.7807373602047314,21556.922342141377
S275,300.2693242587362,529.8723863700596,54780.92079021931,4.390080762795318,29.601237479705375,103.38512102036705,0.008285166156458872,182.4392848835123,2.9043765804518684,37121.76198507385
S275,276.57361501290296,547.2643216206188,44528.553225533455,1.7867032985126299,1.2280073731050472,81.36571573617415,0.0032647903909058954,161.0007275041622,3.399141917582148,46496.32084909552
S275,280.02416632187027,472.05630870412017,81861.13782151844,4.763583197788206,1.1023573705151595,173.41392607640822,0.010091133430384825,292.3359754865735,1.614773234523785,37334.023234049695
A992,349.58378506707487,551.6285920912526,20514.517075471478,5.0997345870405,6.0037613067446465,37.18900247302244,0.009244869936322812,58.682690535933595,9.400192578993456,50990.38603276467
A572,349.18252554786,402.9870935043345,20638.587171683357,2.435190665874564,33.18488428630195,51.2140152981385,0.006042850267730401,59.105441027731416,6.818104839371029,37181.07291445097
A36,240.0881969038995,350.6781447947195,20907.240465272498,5.093397102499209,-1.0085897334766045,59.61945668872866,0.0145244212623538,87.08150061054886,4.027010815569698,21820.45725415066
A992,352.49383683710755,585.1968015435979,54187.21660386861,4.1631094656697405,55.24196738570123,92.59657001018587,0.007114033184543275,153.7252880506654,3.8067699138135707,59456.83286904392
S275,269.4445326718658,508.3416434163959,114729.7888256338,1.8318879346613617,43.968900477249484,225.6942556477822,0.0036036550583380287,425.80113869058806,1.1938475434322091,36701.43441399282
A36,231.90041099019294,448.3662071069908,24574.203381251285,5.357684030761881,58.14422784241778,54.80833076117018,0.011949348425099777,105.9687789095403,4.231116105336425,30819.151730872432
S275,295.2040196368211,437.75834369141813,58361.22604056218,1.3281307228700647,47.505906318520864,133.31836361684933,0.003033935827860045,197.6979382339099,2.214278750714519,28607.634289498983
